Model_simple,Model,Engine_Capacity,Transmission,Fuel_Type,Mileage,Price,Age
Every,EVERY,1000,AUTOMATIC,PETROL,120000,4608000,16
Alto,ALTO JAPAN,650,MANUAL,PETROL,170000,2750000,20
Spacia,SPACIA,1000,AUTOMATIC,PETROL,250000,4650000,7
Every,EVERY,650,AUTOMATIC,PETROL,95000,3795000,9
Celerio,CELERIO ZXI,996,AUTOMATIC,PETROL,123456,3995000,8
Every,EVERY,660,AUTOMATIC,PETROL,81000,3995000,9
Wagon R,WAGON R STINGRAY SAFETY,600,AUTOMATIC,HYBRID,52000,4700000,9
Every,EVERY,660,AUTOMATIC,PETROL,90000,2450000,21
Alto,ALTO K10 VXI,800,MANUAL,PETROL,165000,2050000,17
Swift,SWIFT BITTLE SHIFT,1320,AUTOMATIC,PETROL,108999,3550000,19
Wagon R,WAGON R STINGRAY SAFETY,600,AUTOMATIC,HYBRID,52000,4700000,9
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,115800,3525000,19
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,84890,4695000,9
Alto,ALTO VXI,800,MANUAL,PETROL,65000,2750000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,77270,2750000,8
Alto,ALTO SPORT,796,MANUAL,PETROL,60000,2750000,8
Alto,ALTO VXI,800,MANUAL,DIESEL,98000,2750000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,120000,2750000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,79280,4695000,9
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,84890,4695000,9
Alto,ALTO VXI,800,MANUAL,PETROL,61000,2750000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,50400,2745000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,76565,4690000,9
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,55000,4690000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,2350000,8
Alto,ALTO VXI,800,MANUAL,PETROL,57790,2740000,8
Alto,ALTO VXI,800,MANUAL,PETROL,84975,2740000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,89000,4675000,9
A Star,A STAR VXI,998,MANUAL,PETROL,75263,3025000,12
Celerio,CELERIO VXI,1200,AUTOMATIC,PETROL,32782,3990000,8
Alto,ALTO VXI,800,MANUAL,PETROL,46918,2735000,8
Alto,ALTO VXI,800,MANUAL,PETROL,110000,2735000,8
Alto,ALTO VXI,800,MANUAL,PETROL,46918,2735000,8
Grand Vitara,GRAND VITARA,1993,AUTOMATIC,PETROL,115000,6450000,11
Alto,ALTO VXI,800,MANUAL,PETROL,110000,2735000,8
Alto,ALTO K10 VXI,800,MANUAL,PETROL,107051,1990000,17
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,98000,3990000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,73600,2730000,8
Grand Vitara,GRAND VITARA,2000,AUTOMATIC,PETROL,190000,7000000,17
Every,EVERY,650,AUTOMATIC,PETROL,44324,2250000,24
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,167000,4625000,9
Alto,ALTO SPORT,800,MANUAL,PETROL,61000,2730000,8
Wagon R,WAGON R STINGRAY,600,AUTOMATIC,HYBRID,135000,4590000,9
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,30000,3500000,19
Every,EVERY,660,AUTOMATIC,PETROL,10006,3675000,10
Alto,ALTO SPORT,800,MANUAL,PETROL,61912,2730000,8
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,74000,4590000,9
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,65000,4590000,9
Every,WAGON R FZ SAFETY,650,AUTOMATIC,PETROL,100000,4000000,9
Swift,WAGON R FZ SAFETY,1300,AUTOMATIC,PETROL,141000,3500000,19
Alto,ALTO SPORT,800,MANUAL,PETROL,67000,2728000,8
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,140000,2725000,20
Every,EVERY,1600,MANUAL,PETROL,60000,1950000,23
Every,EVERY,1000,MANUAL,PETROL,150000,2290000,20
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,20000,4590000,9
Alto,WAGON R FZ SAFETY,800,MANUAL,PETROL,34965,2725000,8
Every,WAGON R FZ SAFETY,650,MANUAL,DIESEL,130000,3500000,12
Alto,WAGON R FZ SAFETY,800,MANUAL,PETROL,59000,2725000,8
Alto,ALTO VXI,800,MANUAL,PETROL,92000,2725000,8
Alto,ALTO VXI,796,MANUAL,PETROL,65000,2725000,8
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,74512,4590000,9
Alto,ALTO VXI,800,MANUAL,PETROL,82000,2725000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,57700,2725000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,58000,2725000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,80000,4590000,9
Estilo,ESTILO ZEN,1000,MANUAL,PETROL,69500,2675000,13
Alto,ALTO SPORT,796,MANUAL,PETROL,67200,2725000,8
Alto,ALTO VXI,800,MANUAL,PETROL,71000,2725000,8
Alto,ALTO VXI,650,MANUAL,PETROL,51700,2720000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,75295,2700000,8
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,48000,4585000,9
Alto,ALTO SPORT,800,MANUAL,PETROL,72000,2700000,8
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,54645,4550090,9
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,119051,4550000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,23008,930000,25
Maruti,MARUTI 800,800,MANUAL,PETROL,142558,1275000,16
Alto,ALTO VXI,800,MANUAL,PETROL,48200,2700000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,50000,2700000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,77000,2700000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,94000,1550000,18
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,129500,4525000,9
Alto,ALTO VXI,796,MANUAL,PETROL,52310,2700000,8
Wagon R,WAGON R J-STYLE,699,AUTOMATIC,HYBRID,72300,4525000,9
Alto,ALTO LXI,800,MANUAL,PETROL,120000,2700000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,129500,4525000,9
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,72300,4525000,9
Zen,ZEN,1000,MANUAL,PETROL,80000,1195000,24
Maruti,MARUTI 800,800,MANUAL,PETROL,50000,2500000,13
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,65000,4525000,9
Zen,ZEN,1000,AUTOMATIC,PETROL,106000,1645000,17
Alto,ALTO JAPAN,660,AUTOMATIC,PETROL,135000,2700000,15
Every,EVERY SEMI JOIN,600,AUTOMATIC,PETROL,134000,3300000,16
Alto,ALTO JAPAN,600,AUTOMATIC,PETROL,45000,2700000,8
Alto,ALTO LXI,800,MANUAL,PETROL,54000,2700000,8
Alto,ALTO LXI,800,MANUAL,PETROL,80000,2700000,8
Every,EVERY,660,AUTOMATIC,PETROL,76000,3990000,7
Swift,SWIFT,1320,AUTOMATIC,PETROL,145000,3500000,19
Every,EVERY,690,AUTOMATIC,PETROL,116000,5850000,6
Every,EVERY,650,AUTOMATIC,PETROL,107000,3690000,10
Maruti,MARUTI 800,800,MANUAL,PETROL,70000,1560000,13
Alto,ALTO VXI,796,MANUAL,PETROL,85000,2700000,7
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,175200,4500000,9
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,175200,4500000,9
Every,EVERY,650,AUTOMATIC,PETROL,24000,4890000,3
Wagon R,WAGON R FZ SAFETY,650,AUTOMATIC,HYBRID,105000,4500000,9
Alto,ALTO VXI,796,MANUAL,PETROL,85000,2700000,7
Celerio,CELERIO ZXI,990,AUTOMATIC,PETROL,75000,3975000,7
Wagon R,WAGON R STINGRAY,658,AUTOMATIC,HYBRID,40000,4500000,9
Alto,ALTO VXI,800,MANUAL,PETROL,61600,2700000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,47000,1000000,27
Alto,ALTO LXI,800,MANUAL,PETROL,51000,2695000,7
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,70000,4500000,9
Alto,ALTO LXI,800,MANUAL,PETROL,77000,2695000,8
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,72000,4490000,9
Alto,ALTO VXI,650,MANUAL,PETROL,76000,2695000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,89760,4485000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,88600,1070000,24
Spacia,SPACIA,650,AUTOMATIC,PETROL,103000,4625000,7
Every,EVERY,660,AUTOMATIC,PETROL,117000,3390000,16
Alto,ALTO LXI,800,MANUAL,PETROL,21000,2695000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1475000,17
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,89760,4485000,9
Every,EVERY,800,AUTOMATIC,PETROL,145000,3290000,15
Alto,ALTO LXI,800,MANUAL,PETROL,58000,2695000,8
A Star,A STAR LXI,1000,MANUAL,PETROL,44431,2890000,12
Alto,ALTO LXI,800,MANUAL,PETROL,60000,2695000,7
Alto,ALTO LXI,800,MANUAL,PETROL,79000,2695000,8
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,64000,4475000,9
Alto,ALTO LXI,800,MANUAL,PETROL,60700,2690000,7
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,71000,4465000,9
Alto,ALTO LXI,800,MANUAL,PETROL,75000,2690000,8
Grand Vitara,GRAND VITARA,2000,AUTOMATIC,PETROL,221000,5900000,16
Alto,ALTO JAPAN,650,MANUAL,PETROL,65000,2690000,20
Every,EVERY,650,AUTOMATIC,PETROL,75000,3495000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,102000,4460000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,109000,1525000,13
Alto,ALTO LXI,800,MANUAL,PETROL,60000,2690000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,100000,1390000,17
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,102000,4460000,9
Every,EVERY,650,AUTOMATIC,PETROL,120000,3250000,15
Every,EVERY,650,AUTOMATIC,PETROL,57500,4695000,5
Every,EVERY,650,AUTOMATIC,PETROL,165000,3050000,16
Swift,SWIFT,800,AUTOMATIC,PETROL,137000,3500000,19
Alto,ALTO LXI,800,MANUAL,PETROL,189000,2690000,9
Wagon R,WAGON R STINGRAY,660,AUTOMATIC,HYBRID,124000,4450000,9
Alto,ALTO LXI,800,MANUAL,PETROL,179000,2690000,9
Alto,ALTO LXI,800,MANUAL,PETROL,78500,2690000,7
Alto,ALTO LXI,800,MANUAL,PETROL,92600,2690000,8
Wagon R,WAGON R FX,660,AUTOMATIC,HYBRID,160000,4450000,9
Swift,SWIFT,1320,AUTOMATIC,PETROL,55542,3495000,19
Maruti,MARUTI 800,800,MANUAL,PETROL,87000,1550000,17
Alto,ALTO VXI,650,MANUAL,PETROL,61900,2690000,8
Wagon R,WAGON R FX,650,AUTOMATIC,HYBRID,70000,4450000,9
Every,EVERY,650,AUTOMATIC,PETROL,115000,3745000,10
Alto,ALTO LXI,800,MANUAL,PETROL,198000,2690000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,112000,4425000,9
Wagon R,WAGON R J-STYLE,650,AUTOMATIC,HYBRID,113000,4425000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,80120,1420000,17
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,112000,4425000,9
Alto,ALTO LXI,800,MANUAL,PETROL,25000,2690000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,169315,4400000,9
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,169315,4400000,9
Alto,ALTO LXI,800,MANUAL,PETROL,58000,2685000,8
Every,EVERY,650,AUTOMATIC,PETROL,57000,4775000,6
Every,EVERY,650,AUTOMATIC,PETROL,63000,2475000,20
Celerio,CELERIO ZXI,1000,TIPTRONIC,PETROL,96000,3950000,7
Every,EVERY,650,AUTOMATIC,PETROL,65000,3825000,7
Alto,ALTO SPORT,650,MANUAL,PETROL,55000,2685000,7
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,120000,4400000,9
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,120000,4375000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,78000,1050000,20
Alto,ALTO LXI,880,MANUAL,PETROL,66512,2685000,8
Alto,ALTO LXI,800,MANUAL,PETROL,160000,2685000,8
Alto,ALTO VXI ,800,MANUAL,PETROL,55000,2685000,7
Alto,ALTO SPORT,800,MANUAL,PETROL,42000,2680000,8
Every,EVERY,650,AUTOMATIC,PETROL,71000,3750000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,20000,1300000,18
Alto,ALTO LXI,800,MANUAL,PETROL,60000,2680000,9
Alto,ALTO SPORT,800,MANUAL,PETROL,79000,2680000,8
Alto,ALTO LXI,800,MANUAL,DIESEL,79000,2680000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,52000,2675000,8
Every,EVERY,650,AUTOMATIC,PETROL,65400,4300000,8
Every,EVERY,650,AUTOMATIC,PETROL,34500,4600000,7
Spacia,SPACIA,650,MANUAL,DIESEL,103000,4625000,7
Alto,ALTO LXI,800,MANUAL,PETROL,74200,2675000,8
Alto,ALTO LXI,800,MANUAL,PETROL,74112,2675000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,37500,2675000,8
Swift,SWIFT VXI,1300,AUTOMATIC,PETROL,116000,3465000,19
Alto,ALTO LXI,800,MANUAL,PETROL,85000,2675000,8
Celerio,CELERIO ZXI,1000,TIPTRONIC,PETROL,82000,3900000,9
Maruti,MARUTI 800,660,MANUAL,PETROL,74980,1590000,11
Celerio,CELERIO VXI,1000,MANUAL,PETROL,46000,3900000,6
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,63000,4375000,9
Swift,SWIFT,1300,AUTOMATIC,PETROL,321524,3450000,19
Alto,ALTO SPORT,800,MANUAL,PETROL,110000,2675000,8
Every,EVERY,800,MANUAL,PETROL,125000,2350000,20
Swift,SWIFT,1300,AUTOMATIC,PETROL,148000,3390000,19
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,112000,4365000,9
Every,EVERY,650,AUTOMATIC,PETROL,32154,3500000,9
Celerio,CELERIO VXI,1000,AUTOMATIC,PETROL,89000,3900000,9
Maruti,MARUTI 800,800,MANUAL,PETROL,44331,1350000,19
Alto,ALTO LXI,800,MANUAL,PETROL,72000,2675000,8
Alto,ALTO LXI,800,MANUAL,PETROL,50000,2675000,8
Swift,SWIFT,1320,AUTOMATIC,PETROL,65000,3390000,19
Alto,ALTO LXI,800,MANUAL,PETROL,78000,2675000,7
Swift,SWIFT,1300,AUTOMATIC,PETROL,132000,3350000,19
Celerio,CELERIO ZXI,1000,MANUAL,PETROL,144000,3900000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,100000,2675000,8
Maruti,MARUTI 800,650,MANUAL,PETROL,119000,1210000,15
Celerio,CELERIO VXI,996,TIPTRONIC,PETROL,89771,3875000,9
Swift,SWIFT,1300,AUTOMATIC,PETROL,88000,3350000,19
Swift,SWIFT VXI,1300,MANUAL,DIESEL,132000,3350000,19
Alto,ALTO LXI,800,MANUAL,PETROL,73000,2675000,8
Every,EVERY,660,MANUAL,PETROL,92000,4750000,7
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,112000,4365000,9
Swift,SWIFT,650,AUTOMATIC,PETROL,118625,3325000,19
Alto,ALTO LXI,800,MANUAL,PETROL,50000,2675000,9
Alto,ALTO LXI,800,MANUAL,PETROL,119000,2675000,7
Alto,ALTO LXI,800,MANUAL,PETROL,55000,2675000,8
Alto,ALTO LXI,800,MANUAL,PETROL,80000,2675000,8
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,83000,4325000,9
Escudo,ESCUDO VITARA G,2000,AUTOMATIC,PETROL,27000,4050000,24
Alto,ALTO JAPAN,650,AUTOMATIC,PETROL,157750,2675000,19
Maruti,MARUTI 800,800,MANUAL,PETROL,70000,1500000,18
Alto,ALTO LXI,800,MANUAL,PETROL,74000,2675000,8
Alto,ALTO LXI,800,MANUAL,PETROL,108000,2675000,8
Alto,ALTO VXI,800,MANUAL,PETROL,98900,2675000,8
Wagon R,WAGON R FZ,650,AUTOMATIC,HYBRID,81000,4290000,9
Alto,ALTO LXI,800,MANUAL,PETROL,82000,2675000,8
Escudo,ESCUDO VITARA G,2000,AUTOMATIC,PETROL,53620,4800000,20
Maruti,MARUTI 800,800,MANUAL,PETROL,210000,1050000,25
Alto,ALTO K10 VXI,800,MANUAL,DIESEL,144000,1975000,17
Wagon R,WAGON R FZ,660,AUTOMATIC,HYBRID,81000,4290000,9
Alto,ALTO K10 VXI,800,MANUAL,PETROL,144000,1975000,17
Estilo,ESTILO ZEN,1000,MANUAL,PETROL,89000,2664000,13
Every,EVERY,650,AUTOMATIC,PETROL,158632,1975000,23
Alto,ALTO LXI,800,MANUAL,PETROL,89000,2675000,8
Alto,ALTO LXI,800,MANUAL,PETROL,109000,2675000,8
Zen,ZEN,1000,MANUAL,PETROL,125000,2075000,12
Celerio,CELERIO VXI,1000,AUTOMATIC,PETROL,81000,3875000,8
Alto,ALTO LXI,800,MANUAL,PETROL,98000,2675000,8
Every,EVERY,650,AUTOMATIC,PETROL,79000,4500000,8
Alto,ALTO LXI,800,MANUAL,PETROL,105000,2670000,7
Aerio,AERIO ,1490,AUTOMATIC,PETROL,170000,3255000,20
Wagon R,WAGON R FZ,660,AUTOMATIC,HYBRID,81000,4290000,9
Swift,SWIFT,1300,AUTOMATIC,PETROL,118625,3325000,19
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,103000,4050000,9
Alto,ALTO VXI,796,MANUAL,PETROL,210000,2670000,8
Wagon R,WAGON R STINGRAY,650,AUTOMATIC,HYBRID,103000,4050000,9
Alto,ALTO LXI,800,MANUAL,PETROL,69000,2670000,8
Alto,ALTO LXI,800,MANUAL,PETROL,69000,2670000,8
Alto,ALTO LXI,999,MANUAL,PETROL,65212,2665000,8
Wagon R,WAGON R INDIAN,1000,MANUAL,PETROL,120000,3175000,12
Maruti,MARUTI 800,800,MANUAL,PETROL,50000,1525000,13
Swift,SWIFT,1300,AUTOMATIC,PETROL,130000,3300000,19
Wagon R,WAGON R INDIAN,1000,MANUAL,PETROL,116000,2780000,12
Alto,ALTO LXI,800,MANUAL,PETROL,70000,2665000,8
Alto,ALTO LXI,800,MANUAL,PETROL,80000,2660000,7
Alto,ALTO LXI,800,MANUAL,PETROL,62100,2660000,3
Alto,ALTO SPORT,800,MANUAL,PETROL,84848,2660000,11
Celerio,CELERIO VXI,1000,AUTOMATIC,PETROL,23000,3875000,7
Maruti,MARUTI 800,800,MANUAL,PETROL,143600,1600000,13
Alto,ALTO LXI,800,MANUAL,PETROL,100000,2660000,8
Wagon R,WAGON R INDIAN,1000,MANUAL,PETROL,120000,2775000,12
Wagon R,WAGON R INDIAN,1000,MANUAL,PETROL,85000,2650000,12
Alto,ALTO LXI,800,MANUAL,PETROL,77600,2660000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,72000,2650000,8
Celerio,CELERIO VXI,1000,AUTOMATIC,PETROL,89000,3875000,7
Every,EVERY,660,MANUAL,PETROL,98000,2400000,24
Every,EVERY,650,AUTOMATIC,PETROL,69000,4075000,6
Estilo,ESTILO ZEN,1000,MANUAL,PETROL,79000,2650000,13
Every,EVERY,650,AUTOMATIC,PETROL,100000,3650000,15
Alto,ALTO LXI,800,MANUAL,PETROL,127000,2650000,8
Alto,ALTO SPORT,800,MANUAL,PETROL,76000,2650000,8
Alto,ALTO LXI,800,MANUAL,PETROL,80000,2650000,8
Spacia,SPACIA G GRADE,650,AUTOMATIC,HYBRID,89000,4575000,7
Alto,ALTO LXI,800,MANUAL,PETROL,61000,2650000,8
Celerio,CELERIO VXI,1000,AUTOMATIC,PETROL,51000,3875000,8
Wagon R,WAGON R INDIAN,998,MANUAL,DIESEL,105000,2790000,13
Maruti,MARUTI 800,1200,MANUAL,PETROL,142000,1350000,17
Alto,ALTO JAPAN,650,MANUAL,PETROL,187000,2650000,20
Alto,ALTO LXI,800,MANUAL,PETROL,33000,2650000,8
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,117000,3300000,19
Maruti,MARUTI 800,800,MANUAL,PETROL,82000,1700000,13
Wagon R,WAGON R INDIAN,1000,MANUAL,PETROL,86466,2660000,15
Every,EVERY,650,MANUAL,PETROL,53246,2685000,17
Alto,ALTO VXI,800,MANUAL,PETROL,62000,2650000,8
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,151000,3285000,19
Alto,ALTO SPORT,800,MANUAL,PETROL,44670,2650000,8
Alto,ALTO LXI,800,MANUAL,PETROL,75000,2650000,8
Celerio,CELERIO VXI,1000,MANUAL,PETROL,98000,3835000,8
Alto,ALTO LXI,800,MANUAL,PETROL,121000,2650000,8
Wagon R,WAGON R INDIAN,1000,MANUAL,PETROL,120000,2450000,15
Celerio,CELERIO VXI,1000,AUTOMATIC,PETROL,98000,3835000,8
Alto,ALTO K10 VXI,1000,MANUAL,PETROL,73461,1950000,17
Alto,ALTO K10 VXI,650,MANUAL,PETROL,120000,1900000,17
Wagon R,WAGON R INDIAN,1490,MANUAL,PETROL,86580,2400000,15
Alto,ALTO SPORT,800,MANUAL,PETROL,50000,2650000,8
Alto,ALTO K10 VXI,800,MANUAL,PETROL,50000,1900000,17
Alto,ALTO K10 VXI,800,MANUAL,PETROL,76019,1890000,17
Alto,ALTO K10 VXI,800,MANUAL,PETROL,137000,1890000,17
Alto,ALTO K10 VXI,800,MANUAL,PETROL,91000,1875000,17
Alto,ALTO K10 VXI,800,MANUAL,DIESEL,12000,1850000,17
Liana,LIANA,1600,MANUAL,PETROL,46000,2340000,21
Celerio,CELERIO VXI,1000,AUTOMATIC,PETROL,83000,3825000,8
Alto,ALTO K10 VXI,800,MANUAL,PETROL,133000,1850000,17
Alto,ALTO K10 VXI,800,MANUAL,PETROL,105623,1850000,17
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,152000,3275000,19
Estilo,ESTILO ZEN,1000,MANUAL,PETROL,72000,2600000,13
Maruti,MARUTI 800,800,MANUAL,PETROL,168000,1460000,13
Alto,ALTO K10 VXI,800,MANUAL,PETROL,109000,1850000,17
Alto,ALTO LXI,800,MANUAL,PETROL,89000,2650000,8
Alto,ALTO LXI,800,MANUAL,PETROL,55000,2650000,8
Every,EVERY,650,MANUAL,PETROL,150000,2350000,23
Maruti,MARUTI 800,800,MANUAL,PETROL,180000,1400000,18
Maruti,MARUTI 800,800,MANUAL,PETROL,81000,1820000,12
Every,EVERY,650,AUTOMATIC,PETROL,90000,3375000,10
Alto,ALTO LXI,800,MANUAL,PETROL,15000,2650000,8
Alto,ALTO K10 VXI,800,MANUAL,PETROL,122250,1830000,17
Every,EVERY,660,AUTOMATIC,PETROL,71000,3985000,8
Alto,ALTO LXI,796,MANUAL,PETROL,65000,2650000,9
Alto,ALTO LXI,650,MANUAL,PETROL,119000,2650000,8
Alto,ALTO K10 VXI,800,MANUAL,PETROL,122250,1830000,17
Liana,LIANA,1328,MANUAL,PETROL,111135,2500000,20
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,154000,3275000,19
Every,EVERY,650,MANUAL,PETROL,98000,2100000,22
Liana,LIANA,1300,MANUAL,PETROL,172000,2900000,19
Alto,ALTO VXI,800,MANUAL,PETROL,25000,2650000,8
Celerio,CELERIO ZXI,1000,AUTOMATIC,PETROL,69000,3825000,8
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,75400,3275000,19
Alto,ALTO LXI,600,MANUAL,PETROL,89561,2650000,8
Alto,ALTO SPORT,600,MANUAL,PETROL,65452,2650000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,63000,1360000,18
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,143000,3275000,19
Swift,SWIFT,1300,AUTOMATIC,PETROL,191000,3265000,19
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,176000,3250000,19
Every,EVERY,650,AUTOMATIC,PETROL,79300,3700000,9
Every,EVERY,660,AUTOMATIC,PETROL,58000,4425000,7
Zen,ZEN,1000,MANUAL,PETROL,122000,1750000,17
Every,EVERY,850,AUTOMATIC,PETROL,145000,1995000,20
Alto,ALTO LXI,790,MANUAL,PETROL,78000,2650000,8
Every,EVERY,650,AUTOMATIC,PETROL,220000,3750000,8
Maruti,MARUTI 800,800,MANUAL,PETROL,54200,1465000,16
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,89562,3250000,19
Baleno,BALENO TURBO,990,AUTOMATIC,PETROL,47000,6700000,5
Maruti,MARUTI 800,800,MANUAL,PETROL,150000,2000000,16
Every,EVERY,650,AUTOMATIC,PETROL,50000,4575000,7
Every,EVERY,650,AUTOMATIC,PETROL,50000,4575000,8
Spacia,SPACIA G GRADE,1210,AUTOMATIC,PETROL,68000,4575000,7
Alto,ALTO LXI,800,MANUAL,PETROL,63000,2650000,8
Alto,ALTO LXI,800,MANUAL,PETROL,66000,2650000,8
Alto,ALTO LXI,800,MANUAL,PETROL,85000,2650000,8
Alto,ALTO K10 VXI,800,MANUAL,PETROL,124000,1825000,17
Maruti,MARUTI 800,800,MANUAL,PETROL,150000,720000,36
Maruti,MARUTI 800,800,MANUAL,PETROL,110000,1185000,18
Every,EVERY,660,AUTOMATIC,PETROL,120000,3000000,19
Spacia,SPACIA G GRADE,650,AUTOMATIC,HYBRID,32154,4490000,7
Alto,ALTO K10 VXI,800,MANUAL,PETROL,100000,1800000,17
Alto,ALTO K10 VXI,800,MANUAL,PETROL,119000,1800000,17
Swift,SWIFT BITTLE SHIFT,1300,AUTOMATIC,PETROL,160000,3200000,19
Every,EVERY,650,AUTOMATIC,PETROL,59715,4300000,9
Alto,ALTO K10 VXI,800,MANUAL,PETROL,25000,1800000,17
Every,EVERY,650,AUTOMATIC,PETROL,46000,3350000,10
Celerio,CELERIO ZXI,1000,TIPTRONIC,PETROL,88000,3800000,8
Wagon R,WAGON R INDIAN,1061,MANUAL,PETROL,158000,2390000,15
Alto,ALTO SPORT,800,MANUAL,PETROL,72000,2650000,8
Zen,ZEN,1000,MANUAL,PETROL,65000,1725000,18
Alto,ALTO K10 LXI,800,MANUAL,PETROL,114000,1795000,17
Maruti,MARUTI 800,800,MANUAL,PETROL,33000,1350000,18
Maruti,MARUTI 800,800,MANUAL,PETROL,90000,1450000,17
Omni,OMNI,800,MANUAL,PETROL,75000,1450000,21
Alto,ALTO K10 LXI,800,MANUAL,PETROL,175000,1775000,17
Every,EVERY,650,MANUAL,PETROL,147000,2100000,21
Alto,ALTO K10 LXI,800,MANUAL,PETROL,176000,1760000,17
Swift,SWIFT BITTLE SHIFT,1320,AUTOMATIC,PETROL,156400,3175000,19
Alto,ALTO LXI,800,MANUAL,PETROL,72000,2650000,8
Alto,ALTO K10 LXI,800,MANUAL,PETROL,151000,1760000,17
Celerio,CELERIO VXI,1000,MANUAL,PETROL,73000,3800000,7
