Model,MOY,Age,Mileage,Engine_Capacity,Fuel_Type,Transmission,Price
BELTA,2007,16,131000,1300,PETROL,AUTOMATIC,4700000
YARIS,2008,15,150000,1500,PETROL,AUTOMATIC,4700000
COROLLA,2002,21,163000,1300,PETROL,AUTOMATIC,4700000
ALLION,2002,21,125000,1500,PETROL,AUTOMATIC,4700000
HIACE,1991,32,189562,2440,DIESEL,MANUAL,4700000
HILUX,1991,32,220000,2800,DIESEL,MANUAL,4700000
VITZ,2008,15,130000,1000,PETROL,AUTOMATIC,4700000
COROLLA,2007,16,110000,1600,PETROL,AUTOMATIC,4700000
HIACE,2006,17,98000,2498,PETROL,MANUAL,4700000
HIACE,1990,33,120000,2500,PETROL,MANUAL,4700000
HIACE,2000,23,250000,1000,DIESEL,MANUAL,4700000
NOAH,1997,26,227000,1970,DIESEL,MANUAL,4700000
PRIUS,2009,14,126000,1800,HYBRID,AUTOMATIC,4700000
PRIUS,2009,14,126000,1800,HYBRID,AUTOMATIC,4700000
NOAH,1997,26,227000,1970,DIESEL,MANUAL,4700000
HIACE,2000,23,250000,1000,DIESEL,MANUAL,4700000
COROLLA,2007,16,110000,1600,PETROL,MANUAL,4700000
HIACE,1990,33,120000,2500,PETROL,AUTOMATIC,4700000
HIACE,2006,17,98000,2498,DIESEL,AUTOMATIC,4700000
AQUA,2012,11,126000,1500,PETROL,AUTOMATIC,4690000
ALLION,2002,21,207000,1500,PETROL,AUTOMATIC,4690000
VIOS,2007,16,101000,1500,PETROL,AUTOMATIC,4690000
BELTA,2010,13,120000,1000,PETROL,AUTOMATIC,4690000
PRIUS,2008,15,65412,1500,HYBRID,AUTOMATIC,4690000
PRIUS,2007,16,142000,1500,HYBRID,AUTOMATIC,4690000
VITZ,2007,16,123456,1290,PETROL,AUTOMATIC,4690000
VITZ,2007,16,123456,1290,PETROL,AUTOMATIC,4690000
PRIUS,2008,15,65412,1500,HYBRID,AUTOMATIC,4690000
BELTA,2010,13,120000,1000,PETROL,AUTOMATIC,4690000
PASSO,2011,12,180000,1300,PETROL,AUTOMATIC,4685000
VITZ,2010,13,82000,1000,PETROL,AUTOMATIC,4675000
HILUX,1991,32,315644,2200,DIESEL,MANUAL,4675000
VITZ,2011,12,123456,990,PETROL,AUTOMATIC,4675000
COROLLA,2008,15,150000,1600,PETROL,AUTOMATIC,4675000
VITZ,2008,15,80600,1300,PETROL,AUTOMATIC,4675000
BELTA,2009,14,181000,1000,PETROL,AUTOMATIC,4675000
VITZ,2008,15,80600,1300,PETROL,AUTOMATIC,4675000
YARIS,2007,16,75000,750,PETROL,AUTOMATIC,4650000
BELTA,2007,16,140000,1000,PETROL,AUTOMATIC,4650000
RAV4,2001,22,120000,2000,PETROL,MANUAL,4650000
NOAH,1999,24,290000,2000,DIESEL,AUTOMATIC,4650000
NOAH,2002,21,130000,1800,PETROL,AUTOMATIC,4650000
COROLLA,2008,15,128080,1500,PETROL,AUTOMATIC,4650000
VITZ,2008,15,126000,1000,PETROL,AUTOMATIC,4650000
PASSO,2008,15,258000,1300,PETROL,AUTOMATIC,4650000
VITZ,2008,15,122000,1290,PETROL,AUTOMATIC,4650000
COROLLA,2003,20,50000,1500,PETROL,AUTOMATIC,4650000
VITZ,2011,12,139000,1300,PETROL,AUTOMATIC,4650000
VITZ,2010,13,78540,1490,PETROL,AUTOMATIC,4650000
VITZ,2010,13,78540,1490,PETROL,AUTOMATIC,4650000
VITZ,2011,12,139000,1300,PETROL,AUTOMATIC,4650000
COROLLA,2003,20,50000,1500,PETROL,AUTOMATIC,4650000
VITZ,2008,15,122000,1290,PETROL,AUTOMATIC,4650000
BELTA,2009,14,36000,1000,PETROL,AUTOMATIC,4600000
HIACE,1995,28,240000,2990,DIESEL,MANUAL,4600000
COROLLA,2002,21,340000,2000,DIESEL,AUTOMATIC,4600000
NOAH,1999,24,152000,1500,PETROL,MANUAL,4600000
NOAH,1999,24,200000,2500,DIESEL,MANUAL,4600000
TOWNACE,2010,13,118000,1500,PETROL,AUTOMATIC,4600000
COROLLA,2003,20,153420,1500,PETROL,AUTOMATIC,4600000
COROLLA,2008,15,190000,1794,PETROL,MANUAL,4600000
COROLLA,2004,19,162000,1500,PETROL,AUTOMATIC,4600000
PREMIO,2003,20,92000,1900,PETROL,AUTOMATIC,4600000
HIACE,1992,31,200000,3000,DIESEL,MANUAL,4600000
VITZ,2007,16,146000,1300,PETROL,AUTOMATIC,4600000
VITZ,2008,15,79000,1300,PETROL,AUTOMATIC,4600000
BELTA,2007,16,118000,1300,PETROL,AUTOMATIC,4600000
COROLLA,2006,17,202000,1490,PETROL,AUTOMATIC,4600000
COROLLA,2006,17,202000,1490,PETROL,AUTOMATIC,4600000
TOWNACE,1994,29,168800,1950,DIESEL,MANUAL,4600000
COROLLA,2007,16,195000,2000,DIESEL,MANUAL,4600000
NOAH,1998,25,200000,1800,PETROL,AUTOMATIC,4600000
HIACE,1996,27,280000,2700,DIESEL,MANUAL,4600000
HIACE,1994,29,50000,2770,DIESEL,MANUAL,4600000
COROLLA,2007,16,178000,1500,PETROL,AUTOMATIC,4600000
HIACE,1993,30,614000,2770,DIESEL,MANUAL,4600000
ALLION,2002,21,128000,1500,PETROL,AUTOMATIC,4600000
VITZ,2012,11,98000,1490,PETROL,AUTOMATIC,4600000
NOAH,1998,25,200000,1800,PETROL,AUTOMATIC,4600000
COROLLA,2007,16,195000,2000,DIESEL,MANUAL,4600000
TOWNACE,1994,29,168800,1950,DIESEL,MANUAL,4600000
HIACE,1993,30,614000,2770,PETROL,MANUAL,4600000
COROLLA,2007,16,178000,1500,PETROL,MANUAL,4600000
NOAH,1998,25,200000,1800,PETROL,MANUAL,4600000
BELTA,2007,16,149500,1300,PETROL,AUTOMATIC,4590000
TOWNACE,2003,20,83000,2180,PETROL,MANUAL,4590000
VITZ,2008,15,115400,1000,PETROL,AUTOMATIC,4590000
TOWNACE,2003,20,83000,2180,PETROL,MANUAL,4590000
PRIUS,2008,15,192000,1500,HYBRID,AUTOMATIC,4575000
VITZ,2010,13,72610,1000,PETROL,AUTOMATIC,4575000
COROLLA,2007,16,140000,1600,PETROL,AUTOMATIC,4575000
COROLLA,2008,15,160000,1200,PETROL,AUTOMATIC,4575000
BELTA,2009,14,212000,1000,PETROL,AUTOMATIC,4575000
BELTA,2009,14,212000,1000,DIESEL,AUTOMATIC,4575000
TOWNACE,1997,26,198850,1999,DIESEL,MANUAL,4550000
ALLION,2005,18,200000,1800,PETROL,AUTOMATIC,4550000
BELTA,2007,16,85420,1500,PETROL,AUTOMATIC,4550000
HIACE,1991,32,320000,2770,DIESEL,MANUAL,4550000
NOAH,2000,23,150000,1950,DIESEL,AUTOMATIC,4550000
NOAH,1998,25,210000,1800,DIESEL,AUTOMATIC,4550000
NOAH,1998,25,199000,2000,DIESEL,AUTOMATIC,4550000
PASSO,2007,16,198000,1300,PETROL,AUTOMATIC,4550000
YARIS,2008,15,127000,1300,PETROL,AUTOMATIC,4550000
VITZ,2010,13,134500,1000,PETROL,AUTOMATIC,4550000
TOWNACE,1997,26,400000,2000,DIESEL,MANUAL,4550000
VITZ,2008,15,120000,1000,PETROL,AUTOMATIC,4550000
VITZ,2008,15,120000,1000,PETROL,AUTOMATIC,4550000
TOWNACE,1997,26,400000,2000,DIESEL,MANUAL,4550000
NOAH,1998,25,199000,2000,DIESEL,AUTOMATIC,4550000
VITZ,2010,13,134500,1000,PETROL,MANUAL,4550000
NOAH,1997,26,150000,2000,PETROL,AUTOMATIC,4541000
PRIUS,2008,15,45600,1800,HYBRID,AUTOMATIC,4525000
COROLLA,2003,20,198768,1500,PETROL,AUTOMATIC,4520000
VITZ,2007,16,97080,1000,PETROL,AUTOMATIC,4500000
BELTA,2007,16,98000,1462,PETROL,AUTOMATIC,4500000
NOAH,1999,24,262000,1800,PETROL,MANUAL,4500000
COROLLA,2002,21,417000,1800,PETROL,AUTOMATIC,4500000
AVANZA,2010,13,190000,1300,PETROL,MANUAL,4500000
HIACE,1994,29,325000,2500,DIESEL,MANUAL,4500000
NOAH,1999,24,180000,1890,DIESEL,AUTOMATIC,4500000
HIACE,1991,32,92201,2770,DIESEL,AUTOMATIC,4500000
NOAH,1999,24,160000,1800,DIESEL,AUTOMATIC,4500000
NOAH,1996,27,38000,1200,DIESEL,MANUAL,4500000
HIACE,1993,30,45000,2770,DIESEL,MANUAL,4500000
PRIUS,2009,14,160000,1490,PETROL,AUTOMATIC,4500000
VITZ,2007,16,80000,1000,PETROL,MANUAL,4500000
HIACE,1991,32,120000,2770,DIESEL,MANUAL,4500000
TOWNACE,2009,14,165000,1500,PETROL,AUTOMATIC,4500000
HIACE,1993,30,374129,2990,DIESEL,MANUAL,4500000
COROLLA,2008,15,175000,1600,PETROL,AUTOMATIC,4500000
BELTA,2006,17,178000,1000,PETROL,AUTOMATIC,4500000
NOAH,2001,22,180000,1800,PETROL,MANUAL,4500000
HIACE,1994,29,165800,2770,DIESEL,MANUAL,4500000
HIACE,1994,29,50000,2770,DIESEL,MANUAL,4500000
HIACE,1994,29,373000,2700,DIESEL,MANUAL,4500000
HILUX,1994,29,537620,1500,DIESEL,MANUAL,4500000
NOAH,1999,24,150000,3000,DIESEL,AUTOMATIC,4500000
HIACE,1993,30,90000,2800,DIESEL,MANUAL,4500000
COROLLA,2005,18,650000,1794,PETROL,MANUAL,4500000
NOAH,1997,26,255000,1970,DIESEL,MANUAL,4500000
VITZ,2008,15,65000,1000,PETROL,AUTOMATIC,4500000
COROLLA,2003,20,250000,1500,PETROL,AUTOMATIC,4500000
VIOS,2004,19,195000,1490,PETROL,AUTOMATIC,4500000
VITZ,2008,15,21455,650,PETROL,MANUAL,4500000
NOAH,1997,26,255000,1970,DIESEL,MANUAL,4500000
NOAH,2001,22,50000,2000,PETROL,AUTOMATIC,4500000
HIACE,1996,27,100000,2770,DIESEL,MANUAL,4500000
NOAH,1997,26,100000,1970,DIESEL,MANUAL,4500000
HIACE,1996,27,100000,2770,DIESEL,MANUAL,4500000
VITZ,2008,15,65000,1000,PETROL,AUTOMATIC,4500000
NOAH,1997,26,255000,1970,DIESEL,MANUAL,4500000
NOAH,2001,22,50000,2000,PETROL,AUTOMATIC,4500000
NOAH,1997,26,255000,1970,HYBRID,AUTOMATIC,4500000
HIACE,1991,32,265000,2770,DIESEL,MANUAL,4490000
COROLLA,2003,20,188000,1500,PETROL,AUTOMATIC,4490000
VITZ,2008,15,123456,990,PETROL,AUTOMATIC,4490000
VITZ,2008,15,123456,990,PETROL,AUTOMATIC,4490000
COROLLA,2003,20,198789,1500,PETROL,AUTOMATIC,4480000
COROLLA,2003,20,198789,1500,PETROL,AUTOMATIC,4480000
YARIS,2008,15,147000,1300,PETROL,AUTOMATIC,4475000
YARIS,2008,15,126000,1300,PETROL,MANUAL,4475000
COROLLA,2007,16,140000,1600,PETROL,AUTOMATIC,4475000
ALLION,2002,21,194000,1990,PETROL,AUTOMATIC,4475000
VIOS,2007,16,123456,1497,PETROL,AUTOMATIC,4475000
HIACE,1990,33,250000,2000,DIESEL,MANUAL,4475000
PREMIO,2002,21,270000,1800,PETROL,AUTOMATIC,4475000
VITZ,2009,14,88000,1000,PETROL,AUTOMATIC,4475000
HILUX,1991,32,300000,2800,DIESEL,MANUAL,4475000
NOAH,1998,25,193000,1970,DIESEL,AUTOMATIC,4475000
ALLION,2002,21,194000,1990,PETROL,AUTOMATIC,4475000
HILUX,1991,32,300000,2800,DIESEL,MANUAL,4475000
PREMIO,2002,21,270000,1800,PETROL,MANUAL,4475000
VITZ,2009,14,88000,1000,DIESEL,MANUAL,4475000
COROLLA,2003,20,162000,1500,PETROL,AUTOMATIC,4465000
BELTA,2007,16,128000,1300,PETROL,AUTOMATIC,4450000
BELTA,2008,15,154000,1000,PETROL,AUTOMATIC,4450000
COROLLA,2003,20,123500,1500,PETROL,MANUAL,4450000
COROLLA,2002,21,215000,1500,PETROL,AUTOMATIC,4450000
NOAH,1998,25,176000,1910,DIESEL,AUTOMATIC,4450000
NOAH,1999,24,20000,2000,DIESEL,AUTOMATIC,4450000
PRIUS,2007,16,153000,1800,HYBRID,AUTOMATIC,4450000
HIACE,1994,29,50000,1650,DIESEL,MANUAL,4450000
VITZ,2008,15,162000,1000,PETROL,AUTOMATIC,4450000
NOAH,1999,24,145000,2000,DIESEL,AUTOMATIC,4450000
PRIUS,2007,16,153000,1800,DIESEL,MANUAL,4450000
NOAH,1999,24,145000,2000,PETROL,MANUAL,4450000
VITZ,2008,15,162000,1000,PETROL,AUTOMATIC,4450000
BELTA,2007,16,70000,1000,PETROL,AUTOMATIC,4440000
VITZ,2007,16,136000,1000,PETROL,AUTOMATIC,4425000
VITZ,2008,15,64377,1797,PETROL,MANUAL,4425000
VITZ,2008,15,64377,1797,PETROL,MANUAL,4425000
VITZ,2007,16,136000,1000,PETROL,AUTOMATIC,4425000
YARIS,2006,17,12588,1757,PETROL,MANUAL,4400000
COROLLA,2004,19,83470,1500,PETROL,MANUAL,4400000
HIACE,1992,31,250000,3000,DIESEL,MANUAL,4400000
HIACE,1996,27,321564,3400,DIESEL,MANUAL,4400000
HIACE,1991,32,500000,2770,DIESEL,MANUAL,4400000
HIACE,1993,30,200000,98440,DIESEL,MANUAL,4400000
VITZ,2008,15,115000,1000,PETROL,AUTOMATIC,4400000
PREMIO,2007,16,155500,1499,PETROL,AUTOMATIC,4400000
BELTA,2007,16,178600,1500,PETROL,AUTOMATIC,4400000
NOAH,1999,24,43313,1970,DIESEL,AUTOMATIC,4400000
ALLION,2001,22,250000,1790,PETROL,AUTOMATIC,4400000
NOAH,1997,26,79000,1850,PETROL,AUTOMATIC,4400000
BELTA,2007,16,178600,1500,PETROL,AUTOMATIC,4400000
HIACE,1993,30,200000,98440,PETROL,MANUAL,4400000
PREMIO,2007,16,155500,1499,DIESEL,AUTOMATIC,4400000
VITZ,2007,16,123456,990,PETROL,AUTOMATIC,4395000
VITZ,2007,16,123456,990,PETROL,AUTOMATIC,4395000
YARIS,2008,15,150000,1300,PETROL,MANUAL,4390000
VITZ,2018,5,126000,1000,PETROL,AUTOMATIC,4390000
NOAH,1998,25,175885,1970,DIESEL,MANUAL,4390000
CARINA,1999,24,190000,1500,PETROL,AUTOMATIC,4390000
VITZ,2008,15,110000,990,PETROL,AUTOMATIC,4390000
IST,2002,21,145900,1290,PETROL,AUTOMATIC,4390000
BELTA,2006,17,182000,1000,PETROL,AUTOMATIC,4390000
VITZ,2008,15,110000,990,PETROL,AUTOMATIC,4390000
CARINA,1999,24,190000,1500,PETROL,AUTOMATIC,4390000
NOAH,1999,24,209000,1800,DIESEL,AUTOMATIC,4385000
TOWNACE,1998,25,11111,1980,DIESEL,AUTOMATIC,4385000
TOWNACE,1998,25,11111,1980,DIESEL,AUTOMATIC,4385000
NOAH,1999,24,209000,1800,PETROL,MANUAL,4385000
VITZ,2008,15,130000,1000,PETROL,AUTOMATIC,4375000
YARIS,2007,16,55543,1300,PETROL,MANUAL,4375000
BELTA,2007,16,117900,1000,PETROL,AUTOMATIC,4375000
LITEACE,1992,31,63240,1500,DIESEL,MANUAL,4375000
NOAH,2000,23,231323,2000,DIESEL,MANUAL,4375000
ALLION,2002,21,130000,2760,PETROL,AUTOMATIC,4375000
REGIUS,1997,26,120000,2500,DIESEL,MANUAL,4375000
REGIUS,1997,26,120000,2500,DIESEL,MANUAL,4375000
ALLION,2002,21,130000,2760,PETROL,MANUAL,4375000
NOAH,2000,23,231323,2000,PETROL,AUTOMATIC,4375000
VITZ,2007,16,970000,990,PETROL,AUTOMATIC,4350000
HIACE,1991,32,200000,2000,DIESEL,MANUAL,4350000
VITZ,2007,16,120000,1300,PETROL,AUTOMATIC,4350000
VITZ,2010,13,161500,1000,PETROL,AUTOMATIC,4350000
VITZ,2008,15,125000,1000,PETROL,AUTOMATIC,4350000
COROLLA,2002,21,75136,1500,PETROL,AUTOMATIC,4350000
NOAH,1998,25,178000,1780,PETROL,AUTOMATIC,4350000
HIACE,1992,31,199000,2770,DIESEL,MANUAL,4350000
NOAH,1999,24,152000,2200,PETROL,MANUAL,4350000
HILUX,1992,31,250000,2800,DIESEL,MANUAL,4350000
VITZ,2008,15,127000,1000,PETROL,AUTOMATIC,4350000
CARINA,2000,23,150467,1500,PETROL,AUTOMATIC,4350000
VITZ,2008,15,91000,1000,PETROL,AUTOMATIC,4350000
CARINA,2000,23,150467,1500,PETROL,AUTOMATIC,4350000
VITZ,2008,15,127000,1000,PETROL,MANUAL,4350000
VITZ,2009,14,124500,1000,PETROL,MANUAL,4325000
YARIS,2007,16,151000,1300,PETROL,AUTOMATIC,4325000
NOAH,1998,25,180000,1950,DIESEL,MANUAL,4325000
VITZ,2008,15,87000,1300,DIESEL,MANUAL,4325000
NOAH,1998,25,180000,1950,PETROL,AUTOMATIC,4325000
YARIS,2007,16,151000,1300,PETROL,AUTOMATIC,4325000
VITZ,2009,14,124500,1000,HYBRID,AUTOMATIC,4325000
PRIUS,2008,15,86725,1500,PETROL,AUTOMATIC,4300000
COROLLA,2003,20,204000,1500,PETROL,AUTOMATIC,4300000
COROLLA,2014,9,87250,2100,PETROL,MANUAL,4300000
HIACE,1992,31,86340,2500,DIESEL,MANUAL,4300000
HIACE,1992,31,46310,3000,DIESEL,MANUAL,4300000
HIACE,1991,32,75260,2770,DIESEL,MANUAL,4300000
TOWNACE,2008,15,165000,2000,DIESEL,AUTOMATIC,4300000
HIACE,1996,27,2440,100000,DIESEL,MANUAL,4300000
NOAH,2000,23,150000,1700,PETROL,MANUAL,4300000
TOWNACE,1997,26,320000,2000,DIESEL,MANUAL,4300000
NOAH,1997,26,200000,1970,DIESEL,MANUAL,4300000
VIOS,2005,18,167442,1500,PETROL,AUTOMATIC,4300000
VITZ,2007,16,97000,990,PETROL,AUTOMATIC,4300000
IST,2002,21,103000,1300,PETROL,AUTOMATIC,4300000
LITEACE,1998,25,250000,2000,DIESEL,AUTOMATIC,4300000
HILUX,1992,31,150000,2270,DIESEL,MANUAL,4300000
REGIUS,1998,25,266912,2980,DIESEL,MANUAL,4300000
VITZ,2008,15,110000,1000,PETROL,AUTOMATIC,4300000
AVANZA,2007,16,118000,1300,PETROL,MANUAL,4300000
VITZ,2008,15,110000,1000,PETROL,AUTOMATIC,4300000
REGIUS,1998,25,266912,2980,DIESEL,MANUAL,4300000
NOAH,1997,26,200000,1970,DIESEL,MANUAL,4300000
TOWNACE,1997,26,320000,2000,DIESEL,MANUAL,4300000
HILUX,1992,31,150000,2270,DIESEL,AUTOMATIC,4300000
LITEACE,1998,25,250000,2000,PETROL,AUTOMATIC,4300000
IST,2002,21,103000,1300,PETROL,AUTOMATIC,4300000
VITZ,2007,16,97000,990,PETROL,MANUAL,4300000
NOAH,1997,26,200000,1970,PETROL,MANUAL,4300000
VITZ,2007,16,94000,1300,PETROL,AUTOMATIC,4295000
VITZ,2007,16,94000,1300,DIESEL,MANUAL,4295000
VITZ,2007,16,117041,1300,PETROL,AUTOMATIC,4290000
YARIS,2007,16,32132,1500,PETROL,MANUAL,4280000
VITZ,2010,13,15187,1000,PETROL,AUTOMATIC,4280000
COROLLA,2002,21,220000,1500,PETROL,AUTOMATIC,4280000
YARIS,2007,16,32132,1500,PETROL,MANUAL,4280000
COROLLA,2002,21,220000,1500,HYBRID,AUTOMATIC,4280000
VITZ,2010,13,15187,1000,PETROL,AUTOMATIC,4280000
YARIS,2007,16,32132,1500,HYBRID,AUTOMATIC,4280000
VITZ,2007,16,142324,1000,PETROL,AUTOMATIC,4275000
VITZ,2007,16,136000,1300,PETROL,AUTOMATIC,4275000
HIACE,1991,32,225000,2900,DIESEL,MANUAL,4275000
VITZ,2007,16,160000,1300,PETROL,AUTOMATIC,4275000
VITZ,2007,16,160000,1300,PETROL,AUTOMATIC,4275000
HIACE,1991,32,225000,2900,DIESEL,AUTOMATIC,4275000
COROLLA,2002,21,213000,1500,PETROL,AUTOMATIC,4265000
COROLLA,2001,22,100000,1600,PETROL,AUTOMATIC,4250000
VIOS,2006,17,144000,1500,PETROL,AUTOMATIC,4250000
HIACE,1990,33,150000,2770,PETROL,MANUAL,4250000
HIACE,1992,31,150000,2800,DIESEL,MANUAL,4250000
COROLLA,2000,23,163000,1600,PETROL,AUTOMATIC,4250000
VITZ,2007,16,149000,1000,PETROL,AUTOMATIC,4250000
COROLLA,2001,22,205000,1500,PETROL,AUTOMATIC,4250000
COROLLA,2003,20,176000,1500,PETROL,AUTOMATIC,4250000
NOAH,1996,27,400000,1970,DIESEL,AUTOMATIC,4250000
VITZ,2007,16,107000,1000,PETROL,AUTOMATIC,4250000
HIACE,1991,32,250000,2700,DIESEL,MANUAL,4250000
COROLLA,2003,20,213000,1500,PETROL,AUTOMATIC,4250000
HIACE,1993,30,30000,2770,DIESEL,MANUAL,4250000
NOAH,1999,24,1,1780,PETROL,MANUAL,4250000
VITZ,2007,16,153000,130,PETROL,AUTOMATIC,4250000
MARK II,2000,23,240000,2400,DIESEL,AUTOMATIC,4250000
VITZ,2008,15,125000,1000,PETROL,AUTOMATIC,4250000
COROLLA,2006,17,90000,1300,PETROL,MANUAL,4250000
VITZ,2007,16,145000,990,PETROL,AUTOMATIC,4250000
LH113,1991,32,200000,2770,DIESEL,MANUAL,4250000
VITZ,2007,16,145000,990,PETROL,AUTOMATIC,4250000
COROLLA,2006,17,90000,1300,PETROL,MANUAL,4250000
HIACE,1993,30,30000,2770,DIESEL,MANUAL,4250000
COROLLA,2003,20,213000,1500,PETROL,AUTOMATIC,4250000
HIACE,1991,32,250000,2700,PETROL,MANUAL,4250000
COROLLA,2008,15,115000,1600,PETROL,AUTOMATIC,4250000
VITZ,2008,15,125000,1000,DIESEL,MANUAL,4250000
MARK II,2000,23,240000,2400,PETROL,MANUAL,4250000
HIACE,1993,30,30000,2770,PETROL,MANUAL,4250000
TOWNACE,1999,24,240000,1970,DIESEL,AUTOMATIC,4240000
COROLLA,2003,20,208000,1500,PETROL,AUTOMATIC,4240000
VITZ,2007,16,120000,1000,PETROL,AUTOMATIC,4240000
HIACE,1990,33,318000,2440,DIESEL,MANUAL,4225000
HIACE,1992,31,140000,2500,DIESEL,MANUAL,4200000
IST,2005,18,152000,1300,PETROL,AUTOMATIC,4200000
HIACE,1994,29,189000,2770,DIESEL,MANUAL,4200000
VIOS,2003,20,120000,1500,PETROL,AUTOMATIC,4200000
VITZ,2008,15,147000,990,PETROL,AUTOMATIC,4200000
TOWNACE,2011,12,183000,1490,DIESEL,AUTOMATIC,4200000
HIACE,1993,30,350000,2500,DIESEL,AUTOMATIC,4200000
NOAH,1998,25,300000,2100,DIESEL,AUTOMATIC,4200000
AVANZA,2008,15,150000,1300,PETROL,MANUAL,4200000
CAMRY,2004,19,137000,1990,PETROL,AUTOMATIC,4200000
HIACE,1995,28,250000,2770,DIESEL,MANUAL,4200000
RAV4,2000,23,90000,1990,PETROL,MANUAL,4200000
NOAH,2000,23,165800,1800,DIESEL,AUTOMATIC,4200000
IST,2003,20,203000,1330,PETROL,AUTOMATIC,4200000
NOAH,1999,24,158000,1970,DIESEL,AUTOMATIC,4200000
HILUX,1993,30,125000,2500,DIESEL,MANUAL,4200000
HIACE,1994,29,245000,2770,DIESEL,MANUAL,4200000
HILUX,1990,33,390000,2770,DIESEL,MANUAL,4200000
VITZ,2008,15,45000,1000,PETROL,AUTOMATIC,4200000
NOAH,1996,27,120000,1000,PETROL,MANUAL,4200000
HILUX,1993,30,125000,2500,DIESEL,MANUAL,4200000
VITZ,2008,15,45000,1000,PETROL,MANUAL,4200000
HILUX,1990,33,390000,2770,PETROL,MANUAL,4200000
VITZ,2007,16,123200,1000,PETROL,AUTOMATIC,4180000
HIACE,1997,26,250000,2779,DIESEL,MANUAL,4180000
HIACE,1997,26,250000,2779,PETROL,TIPTRONIC,4180000
NOAH,1998,25,195000,1970,DIESEL,AUTOMATIC,4175000
VITZ,2008,15,139000,1000,PETROL,AUTOMATIC,4175000
VITZ,2008,15,130000,1000,PETROL,AUTOMATIC,4175000
VIOS,2007,16,135000,1300,PETROL,AUTOMATIC,4175000
VIOS,2006,17,173000,1500,PETROL,AUTOMATIC,4175000
VITZ,2008,15,54335,1000,PETROL,AUTOMATIC,4175000
CAMI,2003,20,139000,1300,PETROL,AUTOMATIC,4175000
VITZ,2009,14,111000,1000,PETROL,AUTOMATIC,4175000
NOAH,1997,26,125000,2150,DIESEL,MANUAL,4175000
VITZ,2009,14,111000,1000,PETROL,AUTOMATIC,4175000
CAMI,2003,20,139000,1300,PETROL,AUTOMATIC,4175000
VITZ,2008,15,54335,1000,PETROL,AUTOMATIC,4175000
NOAH,1997,26,125000,2150,PETROL,AUTOMATIC,4175000
CAMI,2003,20,139000,1300,PETROL,MANUAL,4175000
VITZ,2008,15,168000,1000,PETROL,AUTOMATIC,4170000
VITZ,2008,15,146800,1000,PETROL,AUTOMATIC,4150000
HIACE,1994,29,200000,2990,DIESEL,MANUAL,4150000
COROLLA,2000,23,220000,1500,PETROL,AUTOMATIC,4150000
VITZ,2008,15,132000,1000,PETROL,AUTOMATIC,4150000
VITZ,2007,16,86000,1000,PETROL,AUTOMATIC,4150000
VITZ,2008,15,150000,1000,PETROL,AUTOMATIC,4150000
VITZ,2008,15,91000,1000,PETROL,AUTOMATIC,4150000
HIACE,1992,31,457000,2400,DIESEL,MANUAL,4150000
VITZ,2007,16,136000,1000,PETROL,AUTOMATIC,4150000
HIACE,1990,33,41645,2770,DIESEL,MANUAL,4150000
VITZ,2007,16,107000,1000,PETROL,AUTOMATIC,4150000
HILUX,1991,32,200000,2800,DIESEL,MANUAL,4150000
COROLLA,2003,20,159000,1500,PETROL,AUTOMATIC,4150000
COROLLA,2003,20,159000,1500,PETROL,AUTOMATIC,4150000
HILUX,1991,32,200000,2800,DIESEL,MANUAL,4150000
HIACE,1990,33,41645,2770,DIESEL,MANUAL,4150000
VITZ,2007,16,136000,1000,PETROL,AUTOMATIC,4150000
VITZ,2007,16,107000,1000,PETROL,MANUAL,4150000
VITZ,2006,17,157000,1000,PETROL,AUTOMATIC,4125000
VITZ,2006,17,157000,1000,PETROL,AUTOMATIC,4125000
NOAH,1996,27,20000,1496,PETROL,AUTOMATIC,4110700
NOAH,1996,27,20000,1496,PETROL,MANUAL,4110700
VITZ,2008,15,159000,1000,PETROL,AUTOMATIC,4100000
VIOS,2003,20,256000,1500,PETROL,AUTOMATIC,4100000
HIACE,1993,30,100000,2500,DIESEL,MANUAL,4100000
PRIUS,2007,16,228000,1500,PETROL,AUTOMATIC,4100000
VITZ,2009,14,130000,1000,PETROL,AUTOMATIC,4100000
NOAH,1998,25,250000,1480,DIESEL,MANUAL,4100000
MARK II,2001,22,213000,2000,PETROL,AUTOMATIC,4100000
VITZ,2009,14,63200,990,PETROL,AUTOMATIC,4100000
VITZ,2008,15,155000,1000,PETROL,AUTOMATIC,4100000
COROLLA,2004,19,50000,1490,PETROL,AUTOMATIC,4100000
VITZ,2007,16,125000,1000,PETROL,MANUAL,4100000
TOWNACE,2012,11,300000,1500,PETROL,AUTOMATIC,4100000
PASSO,2014,9,70000,1000,PETROL,AUTOMATIC,4100000
COROLLA,2000,23,169500,1490,PETROL,AUTOMATIC,4100000
RAV4,1998,25,212000,2000,PETROL,MANUAL,4100000
CARINA,2006,17,175000,1490,PETROL,AUTOMATIC,4100000
NOAH,2005,18,120000,1780,DIESEL,AUTOMATIC,4100000
HIACE,1994,29,53342,3000,DIESEL,MANUAL,4100000
VITZ,2008,15,150000,1300,DIESEL,MANUAL,4100000
NOAH,2005,18,120000,1780,DIESEL,AUTOMATIC,4100000
IST,2003,20,139000,1300,PETROL,AUTOMATIC,4100000
PASSO,2014,9,70000,1000,PETROL,AUTOMATIC,4100000
